operon_id,gene_id,order
operon_1451,GSOIDG00003798001,3
operon_1451,g8274,4
operon_1451,g8273,5
operon_1449,g8269,1
operon_1952,g12101,1
operon_1449,g8268,2
operon_1952,g12100,2
operon_1952,g12099,3
operon_1952,g12098,4
operon_245,g2052,1
operon_245,g2051,2
operon_245,GSOIDG00009330001,3
operon_245,GSOIDG00009329001,4
operon_748,g4834,1
operon_244,GSOIDG00009327001,1
operon_244,GSOIDG00009326001,2
operon_748,GSOIDG00013519001,2
operon_243,GSOIDG00009325001,1
operon_748,GSOIDG00013518001,3
operon_748,g4832,4
operon_748,g4831,5
operon_243,GSOIDG00009324001,2
operon_1950,g12082,1
operon_1950,g12080,2
operon_1950,g12079,3
operon_1950,g12078,4
operon_1950,g12077,5
operon_1950,g12076,6
operon_241,GSOIDG00009314001,1
operon_1950,g12075,7
operon_241,g2039,2
operon_240,g2031,1
operon_240,g2030,2
operon_240,g2029,3
operon_240,g2028,4
operon_1444,g8236,1
operon_1444,g8235,2
operon_239,GSOIDG00009296001,1
operon_239,GSOIDG00009295001,2
operon_1444,g8234,3
operon_239,GSOIDG00009294001,3
operon_239,g2025,4
operon_1443,g8232,1
operon_239,g2024,5
operon_1443,g8231,2
operon_1442,g8228,1
operon_239,g2023,6
operon_1442,g8227,2
operon_1441,g8226,1
operon_239,g2022,7
operon_1441,g8225,2
operon_1440,g8219,1
operon_1440,g8218,2
operon_1436,g8200,1
operon_1436,g8199,2
operon_231,GSOIDG00009248001,1
operon_231,GSOIDG00009247001,2
operon_742,g4777,1
operon_742,g4776,2
operon_230,GSOIDG00009242001,1
operon_1941,g12020,1
operon_230,g1985,2
operon_230,g1984,3
operon_229,g1982,1
operon_229,g1981,2
operon_1941,g12018,2
operon_1940,g12017,1
operon_228,g1980,1
operon_1940,g12016,2
operon_228,g1979,2
operon_1940,g12015,3
operon_228,g1978,3
operon_228,g1977,4
operon_1940,g12014,4
operon_227,g1975,1
operon_227,g1974,2
operon_1431,g8181,1
operon_1431,g8180,2
operon_1430,g8175,1
operon_1430,g8174,2
operon_224,g1966,1
operon_224,g1965,2
operon_1428,g8164,1
operon_1428,g8163,2
operon_1937,g11993,1
operon_1937,g11992,2
operon_1937,GSOIDG00008406001,3
operon_1936,g11990,1
operon_1936,GSOIDG00008411001,2
operon_735,g4740,1
operon_735,g4739,2
operon_735,g4738,3
operon_734,g4736,1
operon_734,g4735,2
operon_734,GSOIDG00013400001,3
operon_1935,GSOIDG00008420001,1
operon_1935,g11977,2
operon_1934,g11975,1
operon_1934,g11974,2
operon_1424,GSOIDG00001113001,1
operon_1424,GSOIDG00001114001,2
operon_1424,GSOIDG00001115001,3
operon_1424,g8142,4
operon_1932,g11964,1
operon_1424,GSOIDG00001117001,5
operon_1424,GSOIDG00001118001,6
operon_1423,g8140,1
operon_1932,g11963,2
operon_1423,GSOIDG00001120001,2
operon_1423,GSOIDG00001121001,3
operon_732,g4714,1
operon_732,GSOIDG00013371001,2
operon_1929,GSOIDG00013813001,1
operon_1929,GSOIDG00013814001,2
operon_214,g1935,1
operon_214,g1934,2
operon_1926,g11935,1
operon_1417,g8117,1
operon_1417,g8116,2
operon_1926,g11934,2
operon_212,g1923,1
operon_212,g1922,2
operon_212,g1921,3
operon_1415,g8110,1
operon_1415,g8109,2
operon_730,GSOIDG00013360001,1
operon_730,g4696,2
operon_730,g4695,3
operon_730,GSOIDG00013357001,4
operon_730,GSOIDG00013356001,5
operon_728,g4689,1
operon_728,GSOIDG00013348001,2
operon_209,g1908,1
operon_209,GSOIDG00009155001,2
operon_209,g1907,3
operon_1921,g11916,1
operon_1921,g11915,2
operon_1921,g11914,3
operon_1921,g11913,4
operon_1921,g11912,5
operon_1921,g11911,6
operon_1409,g8089,1
operon_1409,g8088,2
operon_1409,g8087,3
operon_1918,GSOIDG00009655001,1
operon_205,g1892,1
operon_1918,GSOIDG00009654001,2
operon_1918,GSOIDG00009653001,3
operon_205,g1891,2
operon_1918,g11898,4
operon_1918,g11897,5
operon_1918,g11896,6
operon_203,g1886,1
operon_725,g4668,1
operon_725,GSOIDG00013318001,2
operon_203,g1885,2
operon_1916,g11890,1
operon_1916,g11889,2
operon_724,g4666,1
operon_724,g4665,2
operon_1915,g11887,1
operon_1915,g11886,2
operon_1915,g11885,3
operon_1915,g11884,4
operon_1914,GSOIDG00009639001,1
operon_1914,GSOIDG00009638001,2
operon_1914,g11881,3
operon_1913,g11880,1
operon_1913,g11879,2
operon_1913,GSOIDG00009634001,3
operon_1913,GSOIDG00009633001,4
operon_1913,g11877,5
operon_1912,g11876,1
operon_1912,g11875,2
operon_1911,g11874,1
operon_1911,g11873,2
operon_202,g1876,1
operon_202,g1875,2
operon_201,g1869,1
operon_201,g1868,2
operon_1398,GSOIDG00009692001,1
operon_1398,g8050,2
operon_200,g1861,1
operon_200,g1860,2
operon_200,g1859,3
operon_1907,g11860,1
operon_1907,g11859,2
operon_1393,g8035,1
operon_1393,g8034,2
operon_1393,g8033,3
operon_1391,g8022,1
operon_1391,g8021,2
operon_197,g1841,1
operon_197,g1840,2
operon_718,g4621,1
operon_718,g4620,2
operon_718,g4619,3
operon_195,g1829,1
operon_195,g1828,2
operon_195,g1827,3
operon_1388,g8009,1
operon_1388,g8008,2
operon_194,g1823,1
operon_194,g1822,2
operon_716,GSOIDG00013221001,1
operon_716,GSOIDG00013220001,2
operon_716,g4599,3
operon_1385,GSOIDG00001277001,1
operon_1385,GSOIDG00001278001,2
operon_1384,g7986,1
operon_1384,g7985,2
operon_715,g4591,1
operon_715,g4590,2
operon_188,GSOIDG00009020001,1
operon_188,GSOIDG00009021001,2
operon_1382,g7974,1
operon_1382,g7973,2
operon_187,g1804,1
operon_187,g1803,2
operon_1382,g7972,3
operon_713,g4584,1
operon_713,g4583,2
operon_711,g4580,1
operon_711,g4579,2
operon_1381,GSOIDG00001308001,1
operon_185,GSOIDG00009032001,1
operon_185,g1794,2
operon_1381,g7967,2
operon_184,g1792,1
operon_184,g1791,2
operon_184,g1790,3
operon_1380,g7964,1
operon_183,g1788,1
operon_1380,g7963,2
operon_183,g1787,2
operon_709,GSOIDG00013178001,1
operon_709,g4565,2
operon_708,g4564,1
operon_708,g4563,2
operon_181,g1779,1
operon_181,g1778,2
operon_1379,g7949,1
operon_1379,g7948,2
operon_179,GSOIDG00008969001,1
operon_706,g4555,1
operon_179,GSOIDG00008968001,2
operon_706,g4554,2
operon_1379,g7947,3
operon_1379,g7946,4
operon_1379,g7945,5
operon_1379,g7944,6
operon_1379,g7943,7
operon_1379,g7942,8
operon_178,g1773,1
operon_178,g1772,2
operon_1379,g7941,9
operon_1379,g7940,10
operon_178,g1770,3
operon_1379,g7939,11
operon_178,g1769,4
operon_1379,g7938,12
operon_177,g1768,1
operon_177,g1767,2
operon_177,GSOIDG00011953001,3
operon_176,g1763,1
operon_176,g1762,2
operon_173,g1752,1
operon_173,g1751,2
operon_1886,g11762,1
operon_173,g1750,3
operon_1886,g11761,2
operon_172,g1747,1
operon_1885,GSOIDG00015440001,1
operon_172,g1746,2
operon_1885,GSOIDG00015441001,2
operon_170,g1737,1
operon_170,g1736,2
operon_170,g1735,3
operon_1373,g7908,1
operon_699,g4519,1
operon_699,g4518,2
operon_1373,g7907,2
operon_1883,g11747,1
operon_1371,g7899,1
operon_1883,g11746,2
operon_1371,g7898,2
operon_167,g1724,1
operon_1881,g11741,1
operon_167,g1723,2
operon_1881,g11740,2
operon_1876,g11736,1
operon_1876,g11735,2
operon_692,GSOIDG00014716001,1
operon_692,GSOIDG00014715001,2
operon_692,g4500,3
operon_692,g4499,4
operon_1368,g7884,1
operon_1368,g7883,2
operon_1874,GSOIDG00015466001,1
operon_1874,GSOIDG00015467001,2
operon_1874,GSOIDG00015468001,3
operon_1873,GSOIDG00015469001,1
operon_1873,g11725,2
operon_1872,g11723,1
operon_1872,g11722,2
operon_689,GSOIDG00006917001,1
operon_689,GSOIDG00006916001,2
operon_165,g1712,1
operon_165,g1711,2
operon_688,GSOIDG00006913001,1
operon_688,g4484,2
operon_688,GSOIDG00006911001,3
operon_687,g4479,1
operon_687,GSOIDG00012249001,2
operon_1365,g7867,1
operon_1365,GSOIDG00008286001,2
operon_1365,GSOIDG00008285001,3
operon_1364,g7865,1
operon_1364,g7864,2
operon_1869,g11710,1
operon_1364,g7863,3
operon_1869,g11709,2
operon_1869,g11708,3
operon_1868,g11706,1
operon_1868,g11705,2
operon_1865,g11703,1
operon_1865,g11702,2
operon_684,GSOIDG00017464001,1
operon_684,g4460,2
operon_1360,g7836,1
operon_684,g4459,3
operon_684,g4458,4
operon_1360,g7835,2
operon_684,g4457,5
operon_1359,GSOIDG00008246001,1
operon_1359,GSOIDG00008245001,2
operon_1359,g7833,3
operon_1862,g11686,1
operon_1862,g11685,2
operon_159,g1674,1
operon_159,g1673,2
operon_1358,g7827,1
operon_1358,g7826,2
operon_1358,GSOIDG00008215001,3
operon_682,GSOIDG00017485001,1
operon_1357,g7825,1
operon_1861,GSOIDG00015259001,1
operon_1861,GSOIDG00015258001,2
operon_1357,g7824,2
operon_682,g4444,2
operon_1356,g7823,1
operon_1356,g7822,2
operon_1355,GSOIDG00008220001,1
operon_1355,GSOIDG00008221001,2
operon_681,g4442,1
operon_681,GSOIDG00017490001,2
operon_1860,g11672,1
operon_680,GSOIDG00001454001,1
operon_1860,g11671,2
operon_680,GSOIDG00001453001,2
operon_1860,g11670,3
operon_679,GSOIDG00017458001,1
operon_679,GSOIDG00017491001,2
operon_679,g4440,3
operon_679,g4439,4
operon_1859,g11663,1
operon_1859,g11662,2
operon_1859,g11661,3
operon_1858,g11660,1
operon_1858,g11659,2
operon_1353,g7810,1
operon_1353,GSOIDG00008235001,2
operon_1352,g7809,1
operon_1352,g7808,2
operon_1349,g7804,1
operon_1349,g7803,2
operon_157,g1652,1
operon_157,g1651,2
operon_674,g4413,1
operon_674,g4412,2
operon_672,g4401,1
operon_672,g4400,2
operon_154,g1638,1
operon_154,GSOIDG00011804001,2
operon_1849,g11629,1
operon_154,GSOIDG00011803001,3
operon_154,GSOIDG00011802001,4
operon_1849,g11628,2
operon_153,GSOIDG00011801001,1
operon_1347,g7784,1
operon_153,g1635,2
operon_1347,g7783,2
operon_1346,g7782,1
operon_669,g4388,1
operon_669,g4387,2
operon_1346,g7781,2
operon_1346,g7780,3
operon_665,g4381,1
operon_1847,g11619,1
operon_665,g4380,2
operon_1847,g11618,2
operon_664,g4378,1
operon_664,g4377,2
operon_1343,g7769,1
operon_1343,g7768,2
operon_1846,g11613,1
operon_1846,g11612,2
operon_662,g4368,1
operon_662,g4367,2
operon_662,g4366,3
operon_660,g4362,1
operon_660,g4361,2
operon_659,GSOIDG00017592001,1
operon_659,GSOIDG00017593001,2
operon_1845,g11601,1
operon_1845,g11600,2
operon_1845,g11599,3
operon_1845,g11598,4
operon_1339,g7750,1
operon_1845,g11597,5
operon_1339,g7749,2
operon_1845,g11596,6
operon_1339,GSOIDG00005593001,3
operon_1339,GSOIDG00005594001,4
operon_1338,g7745,1
operon_1338,g7744,2
operon_1337,g7742,1
operon_1337,g7741,2
operon_1337,g7740,3
operon_654,g4342,1
operon_654,g4341,2
operon_654,g4340,3
operon_654,GSOIDG00017610001,4
operon_1336,g7731,1
operon_1336,g7730,2
operon_653,g4338_GSOIDG00017611001,1
operon_1336,g7729,3
operon_653,g4337,2
operon_1336,g7728,4
operon_1335,g7727,1
operon_1335,g7726,2
operon_1334,g7725,1
operon_1334,g7724,2
operon_1839,GSOIDG00015139001,1
operon_1328,g7702,1
operon_1839,GSOIDG00015138001,2
operon_1328,g7701,2
operon_1328,g7700,3
operon_1839,GSOIDG00015137001,3
operon_1328,g7699,4
operon_1328,g7698,5
operon_1838,g11553,1
operon_140,GSOIDG00011710001,1
operon_1838,g11552,2
operon_140,GSOIDG00011709001,2
operon_648,g4304,1
operon_648,g4303,2
operon_139,g1560,1
operon_139,g1559,2
operon_1324,GSOIDG00005654001,1
operon_1324,GSOIDG00005655001,2
operon_1836,g11541,1
operon_1836,g11540,2
operon_136,g1548,1
operon_136,g1547,2
operon_1835,g11536,1
operon_644,g4296,1
operon_644,g4295,2
operon_1835,g11535,2
operon_1835,g11534,3
operon_135,g1535,1
operon_641,g4288,1
operon_135,g1534,2
operon_641,g4287,2
operon_134,g1533,1
operon_134,g1532,2
operon_1834,GSOIDG00015105001,1
operon_1834,g11525,2
operon_1316,g7656,1
operon_1316,g7655,2
operon_1832,g11510,1
operon_636,g4267,1
operon_636,g4266,2
operon_1832,g11509,2
operon_1315,g7647,1
operon_1315,g7646,2
operon_1315,g7645,3
operon_1314,g7644,1
operon_1314,g7643,2
operon_1830,g11502,1
operon_128,g1505,1
operon_1830,g11501,2
operon_128,GSOIDG00011644001,2
operon_1829,g11495,1
operon_1829,g11494,2
operon_634,g4244,1
operon_634,g4243,2
operon_634,g4242,3
operon_1309,g7619,1
operon_633,g4240,1
operon_1309,g7618,2
operon_633,GSOIDG00017741001,2
operon_1308,g7617,1
operon_1308,g7616,2
operon_124,GSOIDG00011624001,1
operon_1308,g7615,3
operon_633,GSOIDG00017742001,3
operon_1308,g7614,4
operon_124,GSOIDG00011623001,2
operon_123,GSOIDG00011622001,1
operon_632,g4237,1
operon_123,GSOIDG00011621001,2
operon_632,g4236,2
operon_122,GSOIDG00011616001,1
operon_122,GSOIDG00011615001,2
operon_121,g1473,1
operon_121,g1472,2
operon_121,GSOIDG00011612001,3
operon_121,GSOIDG00011611001,4
operon_630,g4228,1
operon_630,g4227,2
operon_630,g4226,3
operon_629,g4225,1
operon_629,g4224,2
operon_1821,g11464,1
operon_1821,g11463,2
operon_627,g4217,1
operon_627,g4215,2
operon_1305,g7596,1
operon_1305,g7595,2
operon_626,g4211,1
operon_626,g4210,2
operon_626,g4209,3
operon_1819,g11450,1
operon_1819,g11449,2
operon_1818,g11447,1
operon_118,GSOIDG00011587001,1
operon_1818,g11446,2
operon_623,GSOIDG00017779001,1
operon_118,GSOIDG00011586001,2
operon_1818,g11445,3
operon_623,GSOIDG00017780001,2
operon_118,g1452,3
operon_622,g4199,1
operon_622,g4198,2
operon_117,GSOIDG00011581001,1
operon_117,GSOIDG00011580001,2
operon_117,g1447,3
operon_117,g1446,4
operon_117,g1445,5
operon_116,GSOIDG00011577001,1
operon_116,g1444,2
operon_116,g1443,3
operon_116,g1442,4
operon_115,g1441,1
operon_115,g1440,2
operon_620,GSOIDG00017795001,1
operon_620,GSOIDG00017796001,2
operon_619,g4187,1
operon_1294,GSOIDG00016434001,1
operon_1294,GSOIDG00016433001,2
operon_619,g4186,2
operon_618,g4183,1
operon_618,g4182,2
operon_617,g4181,1
operon_1813,GSOIDG00014989001,1
operon_617,g4180,2
operon_1813,g11425,2
operon_1292,g7551,1
operon_616,GSOIDG00017808001,1
operon_616,g4178,2
operon_1292,g7550,2
operon_614,g4177,1
operon_1291,g7549,1
operon_614,g4176,2
operon_1291,g7548,2
operon_1290,g7547,1
operon_1290,g7546,2
operon_114,g1429,1
operon_114,g1428,2
operon_1812,g11420,1
operon_1812,g11419,2
operon_1811,g11415,1
operon_1811,g11414,2
operon_1811,g11413,3
operon_112,g1420,1
operon_112,g1419,2
operon_1810,g11412,1
operon_111,g1418,1
operon_111,g1417,2
operon_1810,g11411,2
operon_110,g1415,1
operon_110,g1414,2
operon_1809,GSOIDG00014970001,1
operon_1809,GSOIDG00014969001,2
operon_612,g4163,1
operon_612,g4162,2
operon_610,g4155,1
operon_1805,GSOIDG00014963001,1
operon_610,g4154,2
operon_1805,GSOIDG00014962001,2
operon_610,g4153,3
operon_1804,GSOIDG00014961001,1
operon_1804,GSOIDG00014960001,2
operon_1804,g11401,3
operon_609,GSOIDG00017840001,1
operon_609,g4150,2
operon_609,g4149,3
operon_608,g4146,1
operon_608,g4145,2
operon_608,g4144,3
operon_107,g1397,1
operon_608,g4143,4
operon_1803,g11392,1
operon_107,g1396,2
operon_1803,g11391,2
operon_604,GSOIDG00017863001,1
operon_604,GSOIDG00017864001,2
operon_604,g4131,3
operon_1801,GSOIDG00014931001,1
operon_1801,GSOIDG00014930001,2
operon_1801,g11379,3
operon_1801,g11378,4
operon_1800,g11376,1
operon_1800,g11375,2
operon_2322,g14121,1
operon_2322,g14120,2
operon_1286,g7506,1
operon_1286,g7505,2
operon_599,g4104,1
operon_100,GSOIDG00003714001,1
operon_599,g4103,2
operon_100,GSOIDG00003713001,2
operon_100,g1357,3
operon_100,g1356,4
operon_100,g1355,5
operon_100,g1354,6
operon_99,g1352,1
operon_99,g1351,2
operon_95,g1336,1
operon_95,g1335,2
operon_1764,g11357,1
operon_1764,g11356,2
operon_1764,g11355,3
operon_1753,g11352,1
operon_1753,g11351,2
operon_1744,g11349,1
operon_1744,g11348,2
operon_593,g4067,1
operon_593,g4066,2
operon_1279,g7469,1
operon_1279,g7468,2
operon_1278,g7467,1
operon_1278,GSOIDG00001357001,2
operon_1278,GSOIDG00001356001,3
operon_591,GSOIDG00016659001,1
operon_591,g4059,2
operon_90,g1304,1
operon_90,g1303,2
operon_90,g1302,3
operon_89,g1301,1
operon_89,g1300,2
operon_88,g1299,1
operon_88,g1298,2
operon_88,g1297,3
operon_88,g1296,4
operon_84,g1289,1
operon_84,g1288,2
operon_84,g1287,3
operon_84,g1286,4
operon_83,g1278,1
operon_83,g1277,2
operon_83,g1276,3
operon_588,g4037,1
operon_82,g1275,1
operon_588,g4036,2
operon_82,g1274,2
operon_82,GSOIDG00003622001,3
operon_588,g4035,3
operon_82,GSOIDG00003621001,4
operon_587,g4034,1
operon_587,g4033,2
operon_587,GSOIDG00016614001,3
operon_82,g1272,5
operon_586,g4029,1
operon_586,g4028,2
operon_1269,g7431,1
operon_1269,g7430,2
operon_1269,g7429,3
operon_1619,g11298,1
operon_1619,g11297,2
operon_1619,g11296,3
operon_1619,g11295,4
operon_1619,g11294,5
operon_584,g4018,1
operon_584,g4017,2
operon_1266,g7415,1
operon_1266,g7414,2
operon_1265,g7413,1
operon_1265,g7412,2
operon_1264,g7411,1
operon_1264,g7410,2
operon_581,g4011,1
operon_1264,g7409,3
operon_581,g4010,2
operon_580,g4005,1
operon_580,g4004,2
operon_580,g4003,3
operon_580,g4002,4
operon_1258,g7397,1
operon_81,g1248,1
operon_1258,g7396,2
operon_81,g1247,2
operon_579,g3991,1
operon_2320,g14072,1
operon_579,g3990,2
operon_2320,g14071,2
operon_80,g1237,1
operon_80,GSOIDG00003579001,2
operon_79,g1235,1
operon_79,g1234,2
operon_79,g1233,3
operon_78,GSOIDG00003574001,1
operon_78,g1231,2
operon_1511,g11246,1
operon_1511,g11245,2
operon_575,g3963,1
operon_575,g3962,2
operon_575,g3961,3
operon_573,g3954,1
operon_573,g3953,2
operon_573,g3952,3
operon_1476,g11232,1
operon_1476,g11231,2
operon_75,g1215,1
operon_1256,g7383,1
operon_75,g1214,2
operon_1475,g11230,1
operon_1256,g7382,2
operon_1475,g11229,2
operon_1474,GSOIDG00010843001,1
operon_1474,GSOIDG00010844001,2
operon_1473,g11226,1
operon_1473,g11225,2
operon_1465,g11221,1
operon_74,GSOIDG00003536001,1
operon_74,GSOIDG00003535001,2
operon_73,GSOIDG00003531001,1
operon_73,GSOIDG00003530001,2
operon_1465,g11220,2
operon_1464,g11219,1
operon_72,g1199,1
operon_72,g1198,2
operon_72,g1197,3
operon_1464,GSOIDG00010854001,2
operon_568,g3932,1
operon_1464,GSOIDG00010855001,3
operon_568,GSOIDG00001703001,2
operon_1464,GSOIDG00010856001,4
operon_1455,g11217,1
operon_1455,g11216,2
operon_1454,g11215,1
operon_1454,g11214,2
operon_1255,g7375,1
operon_1255,g7374,2
operon_1254,g7373,1
operon_1254,g7372,2
operon_67,g1174,1
operon_67,g1173,2
operon_65,GSOIDG00003489001,1
operon_65,g1169,2
operon_1252,g7364,1
operon_1252,g7363,2
operon_1251,g7362,1
operon_1251,GSOIDG00007609001,2
operon_63,g1144,1
operon_63,g1143,2
operon_62,g1140,1
operon_62,g1139,2
operon_61,GSOIDG00003457001,1
operon_61,GSOIDG00003456001,2
operon_60,g1134,1
operon_60,g1133,2
operon_60,g1132,3
operon_59,g1127,1
operon_59,g1126,2
operon_1342,GSOIDG00005066001,1
operon_1342,g11168,2
operon_1331,g11167,1
operon_560,g3869,1
operon_1331,GSOIDG00005063001,2
operon_1330,GSOIDG00005062001,1
operon_560,g3868,2
operon_1330,g11165,2
operon_55,GSOIDG00011280001,1
operon_55,GSOIDG00011281001,2
operon_55,g1112,3
operon_54,g1111,1
operon_54,g1110,2
operon_1322,g11161,1
operon_1322,g11160,2
operon_1322,g11159,3
operon_559,g3859,1
operon_559,g3858,2
operon_559,g3857,3
operon_2312,g14010,1
operon_2312,g14009,2
operon_2311,g13996,1
operon_1272,g11138,1
operon_1272,g11137,2
operon_2311,g13995,2
operon_2311,g13994,3
operon_1271,g11135,1
operon_1271,g11134,2
operon_1271,g11133,3
operon_1271,g11132,4
operon_558,g3843,1
operon_558,g3842,2
operon_1261,GSOIDG00005018001,1
operon_1261,GSOIDG00005017001,2
operon_1261,g11128,3
operon_1260,GSOIDG00005015001,1
operon_1260,g11127,2
operon_2310,g13991,1
operon_1260,g11126,3
operon_2310,g13990,2
operon_558,g3841,3
operon_1244,g7318,1
operon_1244,g7317,2
operon_1244,g7316,3
operon_46,g1057,1
operon_46,g1056,2
operon_42,g1047,1
operon_42,g1046,2
operon_42,g1045,3
operon_42,GSOIDG00011358001,4
operon_42,GSOIDG00011359001,5
operon_1153,g11067,1
operon_1153,g11066,2
operon_1237,g7275,1
operon_1237,g7274,2
operon_41,g1030,1
operon_41,g1029,2
operon_1111,g11043,1
operon_1111,g11042,2
operon_1100,GSOIDG00004912001,1
operon_1100,GSOIDG00004911001,2
operon_1234,GSOIDG00013132001,1
operon_1234,g7247,2
operon_1233,g7245,1
operon_1233,GSOIDG00014186001,2
operon_2307,g13963,1
operon_2307,g13962,2
operon_2306,g13961,1
operon_2306,g13960,2
operon_1229,g7235,1
operon_1229,g7234,2
operon_1228,g7227,1
operon_1228,g7226,2
operon_1024,GSOIDG00004875001,1
operon_1024,g11006,2
operon_1227,g7222,1
operon_1227,GSOIDG00013105001,2
operon_2302,g13946,1
operon_36,g994,1
operon_36,GSOIDG00011418001,2
operon_35,g992,1
operon_2302,g13945,2
operon_35,g991,2
operon_1001,g10998,1
operon_1001,GSOIDG00004861001,2
operon_1225,GSOIDG00013084001,1
operon_1225,g7205,2
operon_1225,g7204,3
operon_2299,g13936,1
operon_2299,g13935,2
operon_948,g10980,1
operon_948,g10979,2
operon_545,g3746,1
operon_545,g3745,2
operon_1222,g7186,1
operon_1222,g7185,2
operon_927,g10971,1
operon_927,g10970,2
operon_889,g10952,1
operon_889,g10951,2
operon_2297,g13928,1
operon_2297,g13927,2
operon_873,g10944,1
operon_25,g940,1
operon_873,g10943,2
operon_25,g939,2
operon_862,g10940,1
operon_862,g10939,2
operon_862,g10938,3
operon_839,GSOIDG00014338001,1
operon_839,GSOIDG00014339001,2
operon_2296,g13920,1
operon_23,g929,1
operon_2296,g13919,2
operon_23,g928,2
operon_22,g927,1
operon_2296,g13918,3
operon_2296,g13917,4
operon_22,g926,2
operon_2293,GSOIDG00005764001,1
operon_2293,GSOIDG00005763001,2
operon_535,GSOIDG00017163001,1
operon_535,GSOIDG00017162001,2
operon_19,g915,1
operon_1215,g7147,1
operon_19,g914,2
operon_1215,g7146,2
operon_19,g913,3
operon_533,g3699,1
operon_533,g3698,2
operon_1214,g7142,1
operon_1214,g7141,2
operon_797,g10912,1
operon_797,g10911,2
operon_1212,g7132,1
operon_1212,g7131,2
operon_771,g10902,1
operon_771,g10901,2
operon_14,g886,1
operon_14,g885,2
operon_1211,g7121,1
operon_1211,g7120,2
operon_12,g879,1
operon_12,GSOIDG00016414001,2
operon_1209,g7107,1
operon_1209,g7106,2
operon_524,g3654,1
operon_524,g3653,2
operon_523,g3652,1
operon_9,g866,1
operon_9,GSOIDG00008647001,2
operon_523,g3651,2
operon_523,g3650,3
operon_9,GSOIDG00008648001,3
operon_9,g864,4
operon_523,g3649,4
operon_8,g862,1
operon_8,g861,2
operon_5,g849,1
operon_5,g848,2
operon_4,g847,1
operon_4,GSOIDG00008674001,2
operon_517,g3618,1
operon_517,g3617,2
operon_2284,g13866,1
operon_2284,g13865,2
operon_655,g10841,1
operon_655,g10840,2
operon_1201,g7067,1
operon_1201,g7066,2
operon_1201,g7065,3
operon_1200,g7064,1
operon_1200,g7063,2
operon_1199,g7061,1
operon_1199,g7060_GSOIDG00017936001,2
operon_646,g10834,1
operon_646,g10833,2
operon_509,g3585,1
operon_509,g3584,2
operon_508,g3583,1
operon_508,g3582,2
operon_508,g3581,3
operon_2441,g808,1
operon_2441,g807,2
operon_2441,GSOIDG00007069001,3
operon_2441,GSOIDG00007068001,4
operon_2441,g805,5
operon_2440,g804,1
operon_2440,g803,2
operon_506,g3570,1
operon_506,g3569,2
operon_506,g3568,3
operon_1194,g7036,1
operon_1194,g7035,2
operon_578,g10803,1
operon_578,GSOIDG00016794001,2
operon_505,g3565,1
operon_505,g3564,2
operon_570,g10801,1
operon_570,g10800,2
operon_2278,g13837,1
operon_2278,g13836,2
operon_2276,g13830,1
operon_2276,g13829,2
operon_2276,g13828,3
operon_502,g3546,1
operon_502,g3545,2
operon_2275,g13826,1
operon_2275,g13825,2
operon_2274,g13824,1
operon_2274,g13823,2
operon_2432,g770,1
operon_2432,g769,2
operon_2432,g768,3
operon_2432,g767,4
operon_1191,g7014,1
operon_1191,g7013,2
operon_499,g3524,1
operon_499,g3523,2
operon_1190,g7007,1
operon_1190,g7006,2
operon_2429,g748,1
operon_2429,g747,2
operon_1188,g6993,1
operon_1188,g6992,2
operon_492,g10744,1
operon_496,g3506,1
operon_492,g10743,2
operon_496,g3505,2
operon_495,g3502,1
operon_495,GSOIDG00015777001,2
operon_2272,g13811,1
operon_2272,g13810,2
operon_2270,g13809,1
operon_483,g10735,1
operon_483,g10734,2
operon_2270,g13808,2
operon_483,g10733,3
operon_475,g10731,1
operon_475,g10730,2
operon_491,GSOIDG00015806001,1
operon_491,g3480_GSOIDG00015807001,2
operon_470,g10723,1
operon_470,g10722,2
operon_470,g10721,3
operon_470,g10720,4
operon_470,g10719,5
operon_2267,g13796,1
operon_2267,g13795,2
operon_432,g10704,1
operon_432,g10703,2
operon_1183,g6970,1
operon_1183,g6969,2
operon_2427,g711,1
operon_2427,g710,2
operon_485,g3449,1
operon_485,g3448,2
operon_360,g10670,1
operon_360,g10669,2
operon_1180,g6948,1
operon_1180,g6947,2
operon_1178,g6940,1
operon_1178,g6939,2
operon_1178,g6938,3
operon_1178,g6937,4
operon_1176,g6931,1
operon_1176,g6930,2
operon_306,GSOIDG00010382001,1
operon_306,GSOIDG00010381001,2
operon_305,GSOIDG00010380001,1
operon_305,GSOIDG00010379001,2
operon_304,GSOIDG00010378001,1
operon_304,GSOIDG00010377001,2
operon_481,g3415,1
operon_481,g3414,2
operon_2257,g13737,1
operon_2257,g13736,2
operon_277,g10625,1
operon_277,g10624,2
operon_267,g10623,1
operon_267,GSOIDG00010355001,2
operon_257,GSOIDG00010349001,1
operon_257,GSOIDG00010348001,2
operon_257,g10617,3
operon_256,g10616,1
operon_256,g10615,2
operon_256,g10614,3
operon_1173,g6906,1
operon_1173,g6905,2
operon_2421,g632,1
operon_2421,g631,2
operon_2420,g630,1
operon_2420,g629,2
operon_2420,g628,3
operon_480,g3388,1
operon_480,GSOIDG00015925001,2
operon_480,GSOIDG00015926001,3
operon_236,g10603,1
operon_236,g10602,2
operon_2418,g618,1
operon_2418,g617,2
operon_1172,g6895,1
operon_1172,g6894,2
operon_204,GSOIDG00010319001,1
