seqnames,start,end,width,strand,source,type,gene_id,score,phase,Name,transcript_id,Parent,tss_type,ID,operon_id,status
XSR,8408880,8412686,3807,-,AUGUSTUS,gene,g14042,NA,NA,NA,NA,NA,NA,g14042,operon_601,leader
XSR,8486073,8489053,2981,-,AUGUSTUS,gene,g14059,NA,NA,NA,NA,NA,NA,g14059,operon_602,trailing
XSR,8489370,8496370,7001,-,AUGUSTUS,gene,g14060,NA,NA,NA,NA,NA,NA,g14060,operon_602,leader
XSR,8489370,8496370,7001,-,AUGUSTUS,gene,g14060,NA,NA,NA,NA,NA,NA,g14060,operon_603,trailing
XSR,8496439,8498030,1592,-,AUGUSTUS,gene,g14061,NA,NA,NA,NA,NA,NA,g14061,operon_603,leader
XSR,8506907,8511997,5091,-,AUGUSTUS,gene,g14065,NA,NA,NA,NA,NA,NA,g14065,operon_604,trailing
XSR,8512448,8513118,671,-,AUGUSTUS,gene,g14066,NA,NA,NA,NA,NA,NA,g14066,operon_604,leader
XSR,8539232,8540025,794,-,AUGUSTUS,gene,g14073,NA,NA,NA,NA,NA,NA,g14073,operon_605,trailing
XSR,8540072,8541799,1728,-,AUGUSTUS,gene,g14074,NA,NA,NA,NA,NA,NA,g14074,operon_605,trailing
XSR,8541942,8542324,383,-,AUGUSTUS,gene,g14075,NA,NA,NA,NA,NA,NA,g14075,operon_605,leader
XSR,8544099,8545863,1765,-,Liftoff,gene,GSOIDG00015577001,NA,NA,NA,NA,NA,NA,GSOIDG00015577001,operon_606,trailing
XSR,8546033,8548332,2300,-,Liftoff,gene,GSOIDG00015578001,NA,NA,NA,NA,NA,NA,GSOIDG00015578001,operon_606,trailing
XSR,8548532,8549756,1225,-,AUGUSTUS,gene,g14077,NA,NA,NA,NA,NA,NA,g14077,operon_606,leader
XSR,8552840,8554385,1546,-,Liftoff,gene,GSOIDG00015582001,NA,NA,NA,NA,NA,NA,GSOIDG00015582001,operon_607,trailing
XSR,8554851,8556692,1842,-,Liftoff,gene,GSOIDG00015583001,NA,NA,NA,NA,NA,NA,GSOIDG00015583001,operon_607,leader
XSR,8554851,8556692,1842,-,Liftoff,gene,GSOIDG00015583001,NA,NA,NA,NA,NA,NA,GSOIDG00015583001,operon_608,trailing
XSR,8556806,8558299,1494,-,AUGUSTUS,gene,g14079,NA,NA,NA,NA,NA,NA,g14079,operon_608,trailing
XSR,8558353,8561896,3544,-,AUGUSTUS,gene,g14080,NA,NA,NA,NA,NA,NA,g14080,operon_608,leader
XSR,8563495,8566339,2845,-,AUGUSTUS,gene,g14081,NA,NA,NA,NA,NA,NA,g14081,operon_609,trailing
XSR,8566462,8567592,1131,-,AUGUSTUS,gene,g14082,NA,NA,NA,NA,NA,NA,g14082,operon_609,trailing
XSR,8567380,8568213,834,-,Liftoff,gene,GSOIDG00015588001,NA,NA,NA,NA,NA,NA,GSOIDG00015588001,operon_609,leader
XSR,8595721,8597930,2210,-,AUGUSTUS,gene,g14092,NA,NA,NA,NA,NA,NA,g14092,operon_610,trailing
XSR,8598190,8604930,6741,-,AUGUSTUS,gene,g14093,NA,NA,NA,NA,NA,NA,g14093,operon_610,leader
XSR,8634535,8639445,4911,-,AUGUSTUS,gene,g14105,NA,NA,NA,NA,NA,NA,g14105,operon_611,trailing
XSR,8639756,8641183,1428,-,AUGUSTUS,gene,g14106,NA,NA,NA,NA,NA,NA,g14106,operon_611,trailing
XSR,8641419,8641758,340,-,AUGUSTUS,gene,g14107,NA,NA,NA,NA,NA,NA,g14107,operon_611,trailing
XSR,8641839,8642592,754,-,AUGUSTUS,gene,g14108,NA,NA,NA,NA,NA,NA,g14108,operon_611,trailing
XSR,8642280,8643846,1567,-,AUGUSTUS,gene,g14109,NA,NA,NA,NA,NA,NA,g14109,operon_611,leader
XSR,8674442,8676010,1569,-,AUGUSTUS,gene,g14126,NA,NA,NA,NA,NA,NA,g14126,operon_612,trailing
XSR,8675918,8676888,971,-,AUGUSTUS,gene,g14127,NA,NA,NA,NA,NA,NA,g14127,operon_612,leader
XSR,8678631,8679722,1092,-,AUGUSTUS,gene,g14128,NA,NA,NA,NA,NA,NA,g14128,operon_613,trailing
XSR,8679911,8681464,1554,-,AUGUSTUS,gene,g14129,NA,NA,NA,NA,NA,NA,g14129,operon_613,leader
XSR,8726305,8727451,1147,-,AUGUSTUS,gene,g14144,NA,NA,NA,NA,NA,NA,g14144,operon_614,trailing
XSR,8727531,8735955,8425,-,AUGUSTUS,gene,g14145,NA,NA,NA,NA,NA,NA,g14145,operon_614,leader
XSR,8757001,8757825,825,-,Liftoff,gene,GSOIDG00014982001,NA,NA,NA,NA,NA,NA,GSOIDG00014982001,operon_615,trailing
XSR,8757997,8760087,2091,-,AUGUSTUS,gene,g14153,NA,NA,NA,NA,NA,NA,g14153,operon_615,leader
XSR,8760872,8765997,5126,-,AUGUSTUS,gene,g14154,NA,NA,NA,NA,NA,NA,g14154,operon_616,trailing
XSR,8766121,8769435,3315,-,AUGUSTUS,gene,g14155,NA,NA,NA,NA,NA,NA,g14155,operon_616,trailing
XSR,8769543,8770099,557,-,AUGUSTUS,gene,g14156,NA,NA,NA,NA,NA,NA,g14156,operon_616,trailing
XSR,8770562,8772661,2100,-,AUGUSTUS,gene,g14157,NA,NA,NA,NA,NA,NA,g14157,operon_616,trailing
XSR,8773032,8773771,740,-,AUGUSTUS,gene,g14158,NA,NA,NA,NA,NA,NA,g14158,operon_616,trailing
XSR,8773889,8775849,1961,-,AUGUSTUS,gene,g14159,NA,NA,NA,NA,NA,NA,g14159,operon_616,leader
XSR,8777739,8779509,1771,-,AUGUSTUS,gene,g14161,NA,NA,NA,NA,NA,NA,g14161,operon_617,trailing
XSR,8779555,8783463,3909,-,AUGUSTUS,gene,g14162,NA,NA,NA,NA,NA,NA,g14162,operon_617,leader
XSR,8799173,8800041,869,-,AUGUSTUS,gene,g14168,NA,NA,NA,NA,NA,NA,g14168,operon_618,trailing
XSR,8800174,8801791,1618,-,AUGUSTUS,gene,g14169,NA,NA,NA,NA,NA,NA,g14169,operon_618,leader
XSR,8800174,8801791,1618,-,AUGUSTUS,gene,g14169,NA,NA,NA,NA,NA,NA,g14169,operon_619,trailing
XSR,8801980,8803848,1869,-,AUGUSTUS,gene,g14170,NA,NA,NA,NA,NA,NA,g14170,operon_619,leader
XSR,8819257,8821112,1856,-,AUGUSTUS,gene,g14176,NA,NA,NA,NA,NA,NA,g14176,operon_620,trailing
XSR,8821268,8822899,1632,-,AUGUSTUS,gene,g14177,NA,NA,NA,NA,NA,NA,g14177,operon_620,leader
XSR,8875862,8877228,1367,-,AUGUSTUS,gene,g14186,NA,NA,NA,NA,NA,NA,g14186,operon_621,trailing
XSR,8877468,8877906,439,-,AUGUSTUS,gene,g14187,NA,NA,NA,NA,NA,NA,g14187,operon_621,trailing
XSR,8878174,8881758,3585,-,AUGUSTUS,gene,g14188,NA,NA,NA,NA,NA,NA,g14188,operon_621,leader
XSR,8878174,8881758,3585,-,AUGUSTUS,gene,g14188,NA,NA,NA,NA,NA,NA,g14188,operon_622,trailing
XSR,8881637,8885429,3793,-,AUGUSTUS,gene,g14189,NA,NA,NA,NA,NA,NA,g14189,operon_622,leader
XSR,8900866,8904194,3329,-,AUGUSTUS,gene,g14192,NA,NA,NA,NA,NA,NA,g14192,operon_623,trailing
XSR,8904433,8905164,732,-,AUGUSTUS,gene,g14193,NA,NA,NA,NA,NA,NA,g14193,operon_623,trailing
XSR,8905631,8907590,1960,-,AUGUSTUS,gene,g14194,NA,NA,NA,NA,NA,NA,g14194,operon_623,leader
XSR,9071042,9073063,2022,-,AUGUSTUS,gene,g14223,NA,NA,NA,NA,NA,NA,g14223,operon_624,trailing
XSR,9073340,9076258,2919,-,AUGUSTUS,gene,g14224,NA,NA,NA,NA,NA,NA,g14224,operon_624,trailing
XSR,9076002,9076937,936,-,AUGUSTUS,gene,g14225,NA,NA,NA,NA,NA,NA,g14225,operon_624,trailing
XSR,9077210,9077920,711,-,AUGUSTUS,gene,g14226,NA,NA,NA,NA,NA,NA,g14226,operon_624,leader
XSR,9106266,9106839,574,-,AUGUSTUS,gene,g14235,NA,NA,NA,NA,NA,NA,g14235,operon_625,trailing
XSR,9107321,9107595,275,-,AUGUSTUS,gene,g14236,NA,NA,NA,NA,NA,NA,g14236,operon_625,leader
XSR,9164443,9165553,1111,-,AUGUSTUS,gene,g14250,NA,NA,NA,NA,NA,NA,g14250,operon_626,trailing
XSR,9166013,9167546,1534,-,AUGUSTUS,gene,g14251,NA,NA,NA,NA,NA,NA,g14251,operon_626,leader
XSR,9205261,9206112,852,-,AUGUSTUS,gene,g14265,NA,NA,NA,NA,NA,NA,g14265,operon_627,trailing
XSR,9206134,9208502,2369,-,AUGUSTUS,gene,g14266,NA,NA,NA,NA,NA,NA,g14266,operon_627,leader
XSR,9206134,9208502,2369,-,AUGUSTUS,gene,g14266,NA,NA,NA,NA,NA,NA,g14266,operon_628,trailing
XSR,9208935,9210220,1286,-,AUGUSTUS,gene,g14267,NA,NA,NA,NA,NA,NA,g14267,operon_628,trailing
XSR,9210443,9213178,2736,-,AUGUSTUS,gene,g14268,NA,NA,NA,NA,NA,NA,g14268,operon_628,trailing
XSR,9213329,9215076,1748,-,AUGUSTUS,gene,g14269,NA,NA,NA,NA,NA,NA,g14269,operon_628,leader
XSR,9219494,9223459,3966,-,AUGUSTUS,gene,g14271,NA,NA,NA,NA,NA,NA,g14271,operon_629,trailing
XSR,9223817,9225171,1355,-,AUGUSTUS,gene,g14272,NA,NA,NA,NA,NA,NA,g14272,operon_629,leader
XSR,9269609,9273868,4260,-,AUGUSTUS,gene,g14293,NA,NA,NA,NA,NA,NA,g14293,operon_630,trailing
XSR,9274225,9276466,2242,-,AUGUSTUS,gene,g14294,NA,NA,NA,NA,NA,NA,g14294,operon_630,leader
XSR,9277809,9278877,1069,-,AUGUSTUS,gene,g14295,NA,NA,NA,NA,NA,NA,g14295,operon_631,trailing
XSR,9279062,9279951,890,-,AUGUSTUS,gene,g14296,NA,NA,NA,NA,NA,NA,g14296,operon_631,leader
XSR,9306067,9306817,751,-,AUGUSTUS,gene,g14303,NA,NA,NA,NA,NA,NA,g14303,operon_632,trailing
XSR,9306961,9307967,1007,-,AUGUSTUS,gene,g14304,NA,NA,NA,NA,NA,NA,g14304,operon_632,trailing
XSR,9308352,9311147,2796,-,AUGUSTUS,gene,g14305,NA,NA,NA,NA,NA,NA,g14305,operon_632,leader
XSR,9331567,9332289,723,-,AUGUSTUS,gene,g14315,NA,NA,NA,NA,NA,NA,g14315,operon_633,trailing
XSR,9332724,9334770,2047,-,AUGUSTUS,gene,g14316,NA,NA,NA,NA,NA,NA,g14316,operon_633,leader
XSR,9473383,9477980,4598,-,AUGUSTUS,gene,g14354,NA,NA,NA,NA,NA,NA,g14354,operon_634,trailing
XSR,9478008,9478755,748,-,Liftoff,gene,GSOIDG00010837001,NA,NA,NA,NA,NA,NA,GSOIDG00010837001,operon_634,leader
XSR,9479678,9484011,4334,-,annotationpolish,gene,g14357_GSOIDG00010838001,NA,NA,NA,NA,NA,NA,g14357_GSOIDG00010838001,operon_635,trailing
XSR,9484048,9488047,4000,-,AUGUSTUS,gene,g14358,NA,NA,NA,NA,NA,NA,g14358,operon_635,leader
XSR,9484048,9488047,4000,-,AUGUSTUS,gene,g14358,NA,NA,NA,NA,NA,NA,g14358,operon_636,trailing
XSR,9488151,9489758,1608,-,AUGUSTUS,gene,g14359,NA,NA,NA,NA,NA,NA,g14359,operon_636,trailing
XSR,9490092,9493792,3701,-,AUGUSTUS,gene,g14360,NA,NA,NA,NA,NA,NA,g14360,operon_636,trailing
XSR,9493874,9495547,1674,-,AUGUSTUS,gene,g14361,NA,NA,NA,NA,NA,NA,g14361,operon_636,trailing
XSR,9495590,9496794,1205,-,Liftoff,gene,GSOIDG00010843001,NA,NA,NA,NA,NA,NA,GSOIDG00010843001,operon_636,trailing
XSR,9496932,9498347,1416,-,Liftoff,gene,GSOIDG00010844001,NA,NA,NA,NA,NA,NA,GSOIDG00010844001,operon_636,trailing
XSR,9498073,9500390,2318,-,AUGUSTUS,gene,g14363,NA,NA,NA,NA,NA,NA,g14363,operon_636,trailing
XSR,9500494,9502832,2339,-,AUGUSTUS,gene,g14364,NA,NA,NA,NA,NA,NA,g14364,operon_636,trailing
XSR,9502827,9504600,1774,-,AUGUSTUS,gene,g14365,NA,NA,NA,NA,NA,NA,g14365,operon_636,leader
XSR,9534632,9537806,3175,-,AUGUSTUS,gene,g14370,NA,NA,NA,NA,NA,NA,g14370,operon_637,trailing
XSR,9537975,9544831,6857,-,AUGUSTUS,gene,g14371,NA,NA,NA,NA,NA,NA,g14371,operon_637,leader
XSR,9537975,9544831,6857,-,AUGUSTUS,gene,g14371,NA,NA,NA,NA,NA,NA,g14371,operon_638,trailing
XSR,9544851,9549810,4960,-,AUGUSTUS,gene,g14372,NA,NA,NA,NA,NA,NA,g14372,operon_638,leader
XSR,9550664,9552904,2241,-,Liftoff,gene,GSOIDG00010855001,NA,NA,NA,NA,NA,NA,GSOIDG00010855001,operon_639,trailing
XSR,9553001,9554361,1361,-,Liftoff,gene,GSOIDG00010856001,NA,NA,NA,NA,NA,NA,GSOIDG00010856001,operon_639,leader
XSR,9563046,9564679,1634,-,AUGUSTUS,gene,g14378,NA,NA,NA,NA,NA,NA,g14378,operon_640,trailing
XSR,9565056,9565367,312,-,AUGUSTUS,gene,g14379,NA,NA,NA,NA,NA,NA,g14379,operon_640,leader
XSR,9583380,9584129,750,-,Liftoff,gene,GSOIDG00003816001,NA,NA,NA,NA,NA,NA,GSOIDG00003816001,operon_641,trailing
XSR,9584054,9585104,1051,-,AUGUSTUS,gene,g14382,NA,NA,NA,NA,NA,NA,g14382,operon_641,leader
XSR,9652888,9656176,3289,-,AUGUSTUS,gene,g14402,NA,NA,NA,NA,NA,NA,g14402,operon_642,trailing
XSR,9656583,9657429,847,-,AUGUSTUS,gene,g14403,NA,NA,NA,NA,NA,NA,g14403,operon_642,leader
XSR,9691013,9692582,1570,-,AUGUSTUS,gene,g14410,NA,NA,NA,NA,NA,NA,g14410,operon_643,trailing
XSR,9692667,9694773,2107,-,AUGUSTUS,gene,g14411,NA,NA,NA,NA,NA,NA,g14411,operon_643,leader
XSR,9694936,9696820,1885,-,AUGUSTUS,gene,g14412,NA,NA,NA,NA,NA,NA,g14412,operon_644,trailing
XSR,9696562,9697641,1080,-,AUGUSTUS,gene,g14413,NA,NA,NA,NA,NA,NA,g14413,operon_644,trailing
XSR,9697884,9700445,2562,-,AUGUSTUS,gene,g14414,NA,NA,NA,NA,NA,NA,g14414,operon_644,trailing
XSR,9700935,9705016,4082,-,AUGUSTUS,gene,g14415,NA,NA,NA,NA,NA,NA,g14415,operon_644,trailing
XSR,9705314,9714613,9300,-,AUGUSTUS,gene,g14416,NA,NA,NA,NA,NA,NA,g14416,operon_644,trailing
XSR,9715078,9719531,4454,-,AUGUSTUS,gene,g14417,NA,NA,NA,NA,NA,NA,g14417,operon_644,leader
XSR,9733513,9733907,395,-,AUGUSTUS,gene,g14420,NA,NA,NA,NA,NA,NA,g14420,operon_645,trailing
XSR,9734291,9735966,1676,-,AUGUSTUS,gene,g14421,NA,NA,NA,NA,NA,NA,g14421,operon_645,trailing
XSR,9736131,9740122,3992,-,AUGUSTUS,gene,g14422,NA,NA,NA,NA,NA,NA,g14422,operon_645,leader
XSR,9742876,9744297,1422,-,AUGUSTUS,gene,g14424,NA,NA,NA,NA,NA,NA,g14424,operon_646,trailing
XSR,9744389,9744985,597,-,AUGUSTUS,gene,g14425,NA,NA,NA,NA,NA,NA,g14425,operon_646,leader
XSR,9801986,9806064,4079,-,AUGUSTUS,gene,g14443,NA,NA,NA,NA,NA,NA,g14443,operon_647,trailing
XSR,9806202,9808142,1941,-,AUGUSTUS,gene,g14444,NA,NA,NA,NA,NA,NA,g14444,operon_647,trailing
XSR,9808381,9809090,710,-,AUGUSTUS,gene,g14445,NA,NA,NA,NA,NA,NA,g14445,operon_647,trailing
XSR,9809125,9810177,1053,-,AUGUSTUS,gene,g14446,NA,NA,NA,NA,NA,NA,g14446,operon_647,leader
XSR,9810939,9815373,4435,-,AUGUSTUS,gene,g14447,NA,NA,NA,NA,NA,NA,g14447,operon_648,trailing
XSR,9815805,9818738,2934,-,AUGUSTUS,gene,g14448,NA,NA,NA,NA,NA,NA,g14448,operon_648,trailing
XSR,9819092,9821811,2720,-,AUGUSTUS,gene,g14449,NA,NA,NA,NA,NA,NA,g14449,operon_648,trailing
XSR,9822060,9823866,1807,-,AUGUSTUS,gene,g14450,NA,NA,NA,NA,NA,NA,g14450,operon_648,trailing
XSR,9824080,9826442,2363,-,AUGUSTUS,gene,g14451,NA,NA,NA,NA,NA,NA,g14451,operon_648,leader
XSR,9896230,9898600,2371,-,AUGUSTUS,gene,g14470,NA,NA,NA,NA,NA,NA,g14470,operon_649,trailing
XSR,9898836,9900361,1526,-,AUGUSTUS,gene,g14471,NA,NA,NA,NA,NA,NA,g14471,operon_649,leader
XSR,9927880,9932141,4262,-,AUGUSTUS,gene,g14479,NA,NA,NA,NA,NA,NA,g14479,operon_650,trailing
XSR,9932162,9933572,1411,-,AUGUSTUS,gene,g14480,NA,NA,NA,NA,NA,NA,g14480,operon_650,leader
XSR,9963499,9965451,1953,-,AUGUSTUS,gene,g14490,NA,NA,NA,NA,NA,NA,g14490,operon_651,trailing
XSR,9965661,9968482,2822,-,AUGUSTUS,gene,g14491,NA,NA,NA,NA,NA,NA,g14491,operon_651,leader
XSR,9969088,9969431,344,-,Liftoff,gene,GSOIDG00016810001,NA,NA,NA,NA,NA,NA,GSOIDG00016810001,operon_652,trailing
XSR,9969530,9974932,5403,-,AUGUSTUS,gene,g14492,NA,NA,NA,NA,NA,NA,g14492,operon_652,leader
XSR,9984137,9985596,1460,-,AUGUSTUS,gene,g14495,NA,NA,NA,NA,NA,NA,g14495,operon_653,trailing
XSR,9985764,9986503,740,-,AUGUSTUS,gene,g14496,NA,NA,NA,NA,NA,NA,g14496,operon_653,leader
XSR,9985764,9986503,740,-,AUGUSTUS,gene,g14496,NA,NA,NA,NA,NA,NA,g14496,operon_654,trailing
XSR,9986541,9989776,3236,-,AUGUSTUS,gene,g14497,NA,NA,NA,NA,NA,NA,g14497,operon_654,leader
XSR,9986541,9989776,3236,-,AUGUSTUS,gene,g14497,NA,NA,NA,NA,NA,NA,g14497,operon_655,trailing
XSR,9989856,9990979,1124,-,AUGUSTUS,gene,g14498,NA,NA,NA,NA,NA,NA,g14498,operon_655,leader
XSR,10125652,10129379,3728,-,AUGUSTUS,gene,g14539,NA,NA,NA,NA,NA,NA,g14539,operon_656,trailing
XSR,10129587,10131577,1991,-,AUGUSTUS,gene,g14540,NA,NA,NA,NA,NA,NA,g14540,operon_656,leader
XSR,10165881,10167507,1627,-,AUGUSTUS,gene,g14555,NA,NA,NA,NA,NA,NA,g14555,operon_657,trailing
XSR,10167788,10169360,1573,-,AUGUSTUS,gene,g14556,NA,NA,NA,NA,NA,NA,g14556,operon_657,leader
XSR,10170147,10178168,8022,-,AUGUSTUS,gene,g14557,NA,NA,NA,NA,NA,NA,g14557,operon_658,trailing
XSR,10178433,10182090,3658,-,AUGUSTUS,gene,g14558,NA,NA,NA,NA,NA,NA,g14558,operon_658,leader
XSR,10184824,10190024,5201,-,AUGUSTUS,gene,g14560,NA,NA,NA,NA,NA,NA,g14560,operon_659,trailing
XSR,10190338,10191398,1061,-,AUGUSTUS,gene,g14561,NA,NA,NA,NA,NA,NA,g14561,operon_659,trailing
XSR,10191461,10192455,995,-,AUGUSTUS,gene,g14562,NA,NA,NA,NA,NA,NA,g14562,operon_659,leader
XSR,10238091,10250421,12331,-,AUGUSTUS,gene,g14573,NA,NA,NA,NA,NA,NA,g14573,operon_660,trailing
XSR,10250487,10252941,2455,-,AUGUSTUS,gene,g14574,NA,NA,NA,NA,NA,NA,g14574,operon_660,leader
XSR,10305785,10307382,1598,-,AUGUSTUS,gene,g14584,NA,NA,NA,NA,NA,NA,g14584,operon_661,trailing
XSR,10307596,10310050,2455,-,AUGUSTUS,gene,g14585,NA,NA,NA,NA,NA,NA,g14585,operon_661,leader
XSR,10318990,10320685,1696,-,AUGUSTUS,gene,g14589,NA,NA,NA,NA,NA,NA,g14589,operon_662,trailing
XSR,10320958,10324289,3332,-,AUGUSTUS,gene,g14590,NA,NA,NA,NA,NA,NA,g14590,operon_662,leader
XSR,10435686,10438209,2524,-,AUGUSTUS,gene,g14627,NA,NA,NA,NA,NA,NA,g14627,operon_663,trailing
XSR,10438416,10443385,4970,-,AUGUSTUS,gene,g14628,NA,NA,NA,NA,NA,NA,g14628,operon_663,trailing
XSR,10443415,10446259,2845,-,AUGUSTUS,gene,g14629,NA,NA,NA,NA,NA,NA,g14629,operon_663,leader
XSR,10492324,10493714,1391,-,AUGUSTUS,gene,g14645,NA,NA,NA,NA,NA,NA,g14645,operon_664,trailing
XSR,10493760,10494922,1163,-,AUGUSTUS,gene,g14646,NA,NA,NA,NA,NA,NA,g14646,operon_664,leader
XSR,10501638,10503483,1846,-,AUGUSTUS,gene,g14649,NA,NA,NA,NA,NA,NA,g14649,operon_665,trailing
XSR,10503664,10504490,827,-,AUGUSTUS,gene,g14650,NA,NA,NA,NA,NA,NA,g14650,operon_665,trailing
XSR,10504740,10505365,626,-,AUGUSTUS,gene,g14651,NA,NA,NA,NA,NA,NA,g14651,operon_665,trailing
XSR,10505773,10507187,1415,-,AUGUSTUS,gene,g14652,NA,NA,NA,NA,NA,NA,g14652,operon_665,leader
XSR,10546827,10547597,771,-,AUGUSTUS,gene,g14666,NA,NA,NA,NA,NA,NA,g14666,operon_666,trailing
XSR,10547761,10555041,7281,-,AUGUSTUS,gene,g14667,NA,NA,NA,NA,NA,NA,g14667,operon_666,leader
XSR,10576534,10578124,1591,-,AUGUSTUS,gene,g14675,NA,NA,NA,NA,NA,NA,g14675,operon_667,trailing
XSR,10578207,10579503,1297,-,AUGUSTUS,gene,g14676,NA,NA,NA,NA,NA,NA,g14676,operon_667,leader
XSR,10635285,10639821,4537,-,AUGUSTUS,gene,g14688,NA,NA,NA,NA,NA,NA,g14688,operon_668,trailing
XSR,10639927,10642399,2473,-,AUGUSTUS,gene,g14689,NA,NA,NA,NA,NA,NA,g14689,operon_668,leader
XSR,10713896,10714760,865,-,AUGUSTUS,gene,g14712,NA,NA,NA,NA,NA,NA,g14712,operon_669,trailing
XSR,10715136,10723076,7941,-,AUGUSTUS,gene,g14713,NA,NA,NA,NA,NA,NA,g14713,operon_669,trailing
XSR,10723193,10724502,1310,-,AUGUSTUS,gene,g14714,NA,NA,NA,NA,NA,NA,g14714,operon_669,leader
XSR,10793614,10794676,1063,-,AUGUSTUS,gene,g14737,NA,NA,NA,NA,NA,NA,g14737,operon_670,trailing
XSR,10794765,10795280,516,-,AUGUSTUS,gene,g14738,NA,NA,NA,NA,NA,NA,g14738,operon_670,leader
XSR,10868014,10869333,1320,-,AUGUSTUS,gene,g14754,NA,NA,NA,NA,NA,NA,g14754,operon_671,trailing
XSR,10869415,10876269,6855,-,AUGUSTUS,gene,g14755,NA,NA,NA,NA,NA,NA,g14755,operon_671,leader
XSR,10891901,10896114,4214,-,AUGUSTUS,gene,g14758,NA,NA,NA,NA,NA,NA,g14758,operon_672,trailing
XSR,10895889,10897305,1417,-,AUGUSTUS,gene,g14759,NA,NA,NA,NA,NA,NA,g14759,operon_672,leader
XSR,10905941,10908242,2302,-,AUGUSTUS,gene,g14761,NA,NA,NA,NA,NA,NA,g14761,operon_673,trailing
XSR,10908255,10909092,838,-,AUGUSTUS,gene,g14762,NA,NA,NA,NA,NA,NA,g14762,operon_673,leader
XSR,10952984,10958914,5931,-,AUGUSTUS,gene,g14771,NA,NA,NA,NA,NA,NA,g14771,operon_674,trailing
XSR,10959094,10967426,8333,-,AUGUSTUS,gene,g14772,NA,NA,NA,NA,NA,NA,g14772,operon_674,leader
XSR,10959094,10967426,8333,-,AUGUSTUS,gene,g14772,NA,NA,NA,NA,NA,NA,g14772,operon_675,trailing
XSR,10967832,10974661,6830,-,AUGUSTUS,gene,g14773,NA,NA,NA,NA,NA,NA,g14773,operon_675,leader
XSR,11011252,11012376,1125,-,AUGUSTUS,gene,g14782,NA,NA,NA,NA,NA,NA,g14782,operon_676,trailing
XSR,11012595,11018096,5502,-,AUGUSTUS,gene,g14783,NA,NA,NA,NA,NA,NA,g14783,operon_676,leader
XSR,11055038,11056294,1257,-,Liftoff,gene,GSOIDG00012202001,NA,NA,NA,NA,NA,NA,GSOIDG00012202001,operon_677,trailing
XSR,11056368,11057290,923,-,Liftoff,gene,GSOIDG00012201001,NA,NA,NA,NA,NA,NA,GSOIDG00012201001,operon_677,trailing
XSR,11057342,11059178,1837,-,AUGUSTUS,gene,g14794,NA,NA,NA,NA,NA,NA,g14794,operon_677,trailing
XSR,11058869,11063214,4346,-,AUGUSTUS,gene,g14795,NA,NA,NA,NA,NA,NA,g14795,operon_677,leader
XSR,11058869,11063214,4346,-,AUGUSTUS,gene,g14795,NA,NA,NA,NA,NA,NA,g14795,operon_678,trailing
XSR,11063330,11067426,4097,-,AUGUSTUS,gene,g14796,NA,NA,NA,NA,NA,NA,g14796,operon_678,trailing
XSR,11067900,11068586,687,-,AUGUSTUS,gene,g14797,NA,NA,NA,NA,NA,NA,g14797,operon_678,trailing
XSR,11068594,11071533,2940,-,AUGUSTUS,gene,g14798,NA,NA,NA,NA,NA,NA,g14798,operon_678,trailing
XSR,11071598,11086110,14513,-,AUGUSTUS,gene,g14799,NA,NA,NA,NA,NA,NA,g14799,operon_678,leader
XSR,11133656,11134254,599,-,AUGUSTUS,gene,g14811,NA,NA,NA,NA,NA,NA,g14811,operon_679,trailing
XSR,11134543,11148907,14365,-,AUGUSTUS,gene,g14812,NA,NA,NA,NA,NA,NA,g14812,operon_679,leader
XSR,11134543,11148907,14365,-,AUGUSTUS,gene,g14812,NA,NA,NA,NA,NA,NA,g14812,operon_680,trailing
XSR,11149335,11152026,2692,-,AUGUSTUS,gene,g14813,NA,NA,NA,NA,NA,NA,g14813,operon_680,leader
XSR,11185024,11185905,882,-,AUGUSTUS,gene,g14819,NA,NA,NA,NA,NA,NA,g14819,operon_681,trailing
XSR,11186113,11187939,1827,-,AUGUSTUS,gene,g14820,NA,NA,NA,NA,NA,NA,g14820,operon_681,leader
XSR,11188750,11189638,889,-,AUGUSTUS,gene,g14821,NA,NA,NA,NA,NA,NA,g14821,operon_682,trailing
XSR,11189713,11190634,922,-,AUGUSTUS,gene,g14822,NA,NA,NA,NA,NA,NA,g14822,operon_682,trailing
XSR,11190876,11192132,1257,-,AUGUSTUS,gene,g14823,NA,NA,NA,NA,NA,NA,g14823,operon_682,trailing
XSR,11192500,11195658,3159,-,AUGUSTUS,gene,g14824,NA,NA,NA,NA,NA,NA,g14824,operon_682,leader
XSR,11330159,11340559,10401,-,AUGUSTUS,gene,g14860,NA,NA,NA,NA,NA,NA,g14860,operon_683,trailing
XSR,11340781,11341694,914,-,AUGUSTUS,gene,g14861,NA,NA,NA,NA,NA,NA,g14861,operon_683,leader
XSR,11342306,11344409,2104,-,AUGUSTUS,gene,g14862,NA,NA,NA,NA,NA,NA,g14862,operon_684,trailing
XSR,11344587,11348921,4335,-,AUGUSTUS,gene,g14863,NA,NA,NA,NA,NA,NA,g14863,operon_684,leader
XSR,11440032,11441885,1854,-,AUGUSTUS,gene,g14894,NA,NA,NA,NA,NA,NA,g14894,operon_685,trailing
XSR,11442031,11445500,3470,-,AUGUSTUS,gene,g14895,NA,NA,NA,NA,NA,NA,g14895,operon_685,leader
